_id,_form_id,refrigerator_id,model_row_id,tracking_id,year,working_status,reason_not_working,utilization,voltage_regulator,power_source,facility_row_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_row_etag,_filter_type,_filter_value
R1048,,R1048,M51,7860,2002,functioning,not_applicable,in_use,unknown,unknown,H748,,,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1049,,R1049,M61,9420784,2010,functioning,not_applicable,in_use,unknown,electricity,H749,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1050,,R1050,M61,9420754,2010,functioning,not_applicable,in_use,unknown,electricity,H750,,,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1051,,R1051,M19,1770851,2003,functioning,not_applicable,in_use,unknown,electricity,H751,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1052,,R1052,M19,NN002,2007,functioning,not_applicable,in_use,unknown,electricity,H752,,,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1053,,R1053,M52,64800200,1997,functioning,not_applicable,in_use,unknown,unknown,H753,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1054,,R1054,M5,9420770,2010,functioning,not_applicable,in_use,unknown,solar,H754,,,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1055,,R1055,M51,NN005,2003,functioning,not_applicable,in_use,unknown,unknown,H755,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1056,,R1056,M19,1687491,2009,functioning,not_applicable,in_use,unknown,electricity,H756,,,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1057,,R1057,M19,NN004,2011,functioning,not_applicable,in_use,unknown,electricity,H757,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1058,,R1058,M51,22000040,2002,functioning,not_applicable,in_use,unknown,unknown,H758,,,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1059,,R1059,M5,9411739,2010,functioning,not_applicable,in_use,unknown,solar,H759,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1060,,R1060,M44,KK007,2007,functioning,needs_spare_parts,in_use,unknown,solar,H68,,,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1061,,R1061,M55,9460350,2005,functioning,not_applicable,in_use,unknown,unknown,H69,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1062,,R1062,M25,3326,2002,unservicable,no_fuel,not_in_use,unknown,unknown,H69,,,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1063,,R1063,M25,3319,2002,unservicable,dead,not_in_use,unknown,unknown,H69,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1064,,R1064,M55,9450274,2010,functioning,not_applicable,in_use,unknown,unknown,H70,,,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1065,,R1065,M44,,2007,awaiting_repair,not_applicable,in_use,unknown,solar,H70,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1066,,R1066,M11,20011902058,2005,functioning,not_applicable,in_use,unknown,electricity,H71,,,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1067,,R1067,M34,9431957,2010,functioning,not_applicable,in_use,unknown,electricity,H71,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1068,,R1068,M54,22400134,2005,functioning,not_applicable,in_use,unknown,unknown,H72,,,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1069,,R1069,M52,42100005,2001,unservicable,dead,not_in_use,unknown,unknown,H72,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1070,,R1070,M55,2212068,2004,functioning,not_applicable,in_use,unknown,unknown,H73,,,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1071,,R1071,M25,3314,2002,unservicable,not_applicable,not_in_use,unknown,unknown,H73,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1072,,R1072,M55,9420837,2005,functioning,not_applicable,in_use,unknown,unknown,H74,,,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1073,,R1073,M55,94060336,2010,functioning,not_applicable,in_use,unknown,unknown,H75,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1074,,R1074,M55,2212069,2007,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H75,,,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1075,,R1075,M19,861601006,2001,functioning,not_applicable,in_use,unknown,electricity,H76,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1076,,R1076,M19,200646,2004,functioning,not_applicable,in_use,unknown,electricity,H77,,,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1077,,R1077,M11,20011902080,2005,functioning,no_fuel,in_use,unknown,electricity,H77,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1078,,R1078,M6,3234,1991,unservicable,dead,not_in_use,unknown,electricity,H77,,,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1079,,R1079,M25,3465,1999,unservicable,dead,not_in_use,unknown,unknown,H77,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1080,,R1080,M6,2201765,1999,unservicable,dead,not_in_use,unknown,electricity,H77,,,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1081,,R1081,M51,22500050,2005,functioning,not_applicable,in_use,unknown,unknown,H78,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1082,,R1082,M55,2212071,2005,functioning,not_applicable,in_use,unknown,unknown,H79,,,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1083,,R1083,M52,71400068,2001,functioning,not_applicable,in_use,unknown,unknown,H80,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1084,,R1084,M34,9431963,2010,functioning,not_applicable,in_use,unknown,electricity,H81,,,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1085,,R1085,M49,328A50054,2001,unservicable,dead,not_in_use,unknown,solar,H81,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1086,,R1086,M25,3191,2000,unservicable,no_fuel,in_use,unknown,unknown,H82,,,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1087,,R1087,M58,9401224,2010,functioning,not_applicable,in_use,unknown,unknown,H82,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1088,,R1088,M58,9431268,2010,functioning,not_applicable,in_use,unknown,unknown,H83,,,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1089,,R1089,M58,9401202,2010,functioning,not_applicable,in_use,unknown,unknown,H84,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1090,,R1090,M52,22400125,2004,unservicable,dead,not_in_use,unknown,unknown,H84,,,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1091,,R1091,M34,9431951,2010,functioning,not_applicable,in_use,unknown,electricity,H85,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1092,,R1092,M52,22400048,2003,unservicable,dead,not_in_use,unknown,unknown,H85,,,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1093,,R1093,M11,20011902074,2004,functioning,not_applicable,in_use,unknown,electricity,H86,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1094,,R1094,M60,2212095,2003,functioning,not_applicable,in_use,unknown,solar,H590,,,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1095,,R1095,M31,3255,2003,unservicable,dead,not_in_use,unknown,unknown,H590,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1096,,R1096,M19,PA003,2003,functioning,not_applicable,in_use,unknown,electricity,H590,,,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1097,,R1097,M34,9431900,2010,functioning,not_applicable,in_use,unknown,electricity,H588,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1098,,R1098,M8,2215053,1997,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H587,,,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1099,,R1099,M60,9420808,2008,functioning,not_applicable,in_use,unknown,solar,H591,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1100,,R1100,M55,9420817,2011,functioning,not_applicable,in_use,unknown,unknown,H592,,,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1101,,R1101,M51,61000168,1997,unservicable,not_applicable,in_use,unknown,unknown,H592,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1102,,R1102,M55,9460332,2010,functioning,not_applicable,in_use,unknown,unknown,H593,,,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1103,,R1103,M58,10110,2003,functioning,not_applicable,in_use,unknown,unknown,H594,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1104,,R1104,M51,225020017,1997,functioning,needs_spare_parts,in_use,unknown,unknown,H596,,,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1105,,R1105,M49,328A50041,2004,functioning,not_applicable,in_use,unknown,solar,H597,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1106,,R1106,M51,14400018,1997,unservicable,dead,not_in_use,unknown,unknown,H598,,,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1107,,R1107,M55,94684341,2010,unservicable,no_fuel,not_in_use,unknown,unknown,H598,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1108,,R1108,M19,PA002,2008,unservicable,needs_spare_parts,in_use,unknown,electricity,H596,,,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1109,,R1109,M51,22500022,2000,functioning,not_applicable,in_use,unknown,unknown,H599,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1110,,R1110,M59,PA003,2004,functioning,not_applicable,in_use,unknown,solar,H600,,,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1111,,R1111,M51,22500153,1997,unservicable,not_applicable,in_use,unknown,unknown,H601,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1112,,R1112,M59,PA004,2004,functioning,not_applicable,in_use,unknown,solar,H602,,,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1113,,R1113,M28,PA001,2007,functioning,not_applicable,in_use,unknown,solar,H595,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1114,,R1114,M58,9401294,2010,functioning,not_applicable,in_use,unknown,unknown,H368,,,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1115,,R1115,M11,20011901971,2000,functioning,not_applicable,in_use,unknown,electricity,H341,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1116,,R1116,M58,9401264,2010,functioning,not_applicable,in_use,unknown,unknown,H342,,,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1117,,R1117,M52,22400051,1995,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H343,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1118,,R1118,M19,8630295,1990,functioning,not_applicable,in_use,unknown,electricity,H369,,,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1119,,R1119,M34,9461031,2010,functioning,not_applicable,in_use,unknown,electricity,H370,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1120,,R1120,M30,991236015,2011,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H371,,,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1121,,R1121,M30,9361665,2011,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H371,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1122,,R1122,M34,9431989,2010,functioning,not_applicable,in_use,unknown,electricity,H371,,,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1123,,R1123,M58,9401269,2010,unservicable,dead,not_in_use,unknown,unknown,H371,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1124,,R1124,M58,9401206,2010,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H371,,,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1125,,R1125,M19,5000029,1990,unservicable,dead,not_in_use,unknown,electricity,H371,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1126,,R1126,M19,5000003,1990,unservicable,dead,not_in_use,unknown,electricity,H371,,,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1127,,R1127,M5,9431968,2010,functioning,not_applicable,in_use,unknown,solar,H760,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1128,,R1128,M11,20011901986,2004,functioning,not_applicable,in_use,unknown,electricity,H761,,,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1129,,R1129,M51,22000217,2006,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H761,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1130,,R1130,M51,4700171,2006,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H761,,,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1131,,R1131,M39,4382148,1985,unservicable,needs_spare_parts,not_in_use,unknown,solar,H761,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1132,,R1132,M52,51300043,2005,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H761,,,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1133,,R1133,M54,80200099,2005,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H761,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1134,,R1134,M51,22500027,2005,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H761,,,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1135,,R1135,M19,65070CA,1992,functioning,not_applicable,in_use,unknown,electricity,H86,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1136,,R1136,M55,9460311,2010,functioning,not_applicable,in_use,unknown,unknown,H87,,,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1137,,R1137,M52,5090047,1998,unservicable,dead,not_in_use,unknown,unknown,H83,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1138,,R1138,M11,20011902006,2002,functioning,not_applicable,in_use,unknown,electricity,H88,,,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1139,,R1139,M58,9431269,2010,functioning,not_applicable,in_use,unknown,unknown,H89,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1140,,R1140,M52,22400053,2004,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H89,,,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1141,,R1141,M51,22500071,2006,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H89,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1142,,R1142,M30,741448,2007,functioning,not_applicable,in_use,unknown,electricity,H90,,,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1143,,R1143,M30,7411447,2007,functioning,not_applicable,in_use,unknown,electricity,H90,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1144,,R1144,M30,7411443,2007,functioning,not_applicable,in_use,unknown,electricity,H90,,,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1145,,R1145,M55,2212078,2004,unservicable,dead,not_in_use,unknown,unknown,H90,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1146,,R1146,M8,2215057,2001,functioning,not_applicable,in_use,unknown,electricity,H90,,,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1147,,R1147,M8,2205057,2001,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H90,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1148,,R1148,M31,3234,1995,unservicable,dead,not_in_use,unknown,unknown,H338,,,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1149,,R1149,M52,72000002,1995,unservicable,dead,not_in_use,unknown,unknown,H338,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1150,,R1150,M11,20010902648,1998,functioning,not_applicable,in_use,unknown,electricity,H338,,,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1151,,R1151,M58,9401262,2010,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H338,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1152,,R1152,M34,9461036,2010,functioning,not_applicable,in_use,unknown,electricity,H338,,,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1153,,R1153,M58,9401268,2010,functioning,not_applicable,in_use,unknown,unknown,H339,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1154,,R1154,M31,3352,2002,unservicable,dead,not_in_use,unknown,unknown,H339,,,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1155,,R1155,M67,AE98210097,1998,functioning,not_applicable,in_use,unknown,electricity,H586,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1156,,R1156,M11,20011901923,2000,functioning,not_applicable,in_use,unknown,electricity,H586,,,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1157,,R1157,M67,98170061,1998,functioning,not_applicable,in_use,unknown,electricity,H587,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1158,,R1158,M11,20011901987,1999,functioning,not_applicable,in_use,unknown,electricity,H587,,,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1159,,R1159,M11,20011902057,1998,functioning,not_applicable,in_use,unknown,electricity,H587,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1160,,R1160,M8,2205058,1997,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H587,,,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1161,,R1161,M51,607A,1997,unservicable,dead,not_in_use,unknown,unknown,H587,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1162,,R1162,M51,22500014,2003,functioning,not_applicable,in_use,unknown,unknown,H589,,,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1163,,R1163,M31,3170,2010,functioning,not_applicable,in_use,unknown,unknown,H485,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1164,,R1164,M51,22500040,2011,functioning,not_applicable,in_use,unknown,unknown,H485,,,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1165,,R1165,M51,225000050,2009,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H485,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1166,,R1166,M18,950562,2003,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H485,,,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1167,,R1167,M31,3285,2009,awaiting_repair,not_applicable,in_use,unknown,unknown,H486,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1168,,R1168,M31,19706,2009,functioning,not_applicable,in_use,unknown,unknown,H486,,,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1169,,R1169,M58,2212085,2003,unservicable,dead,not_in_use,unknown,unknown,H487,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1170,,R1170,M51,22500011,2006,functioning,not_applicable,in_use,unknown,unknown,H496,,,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1171,,R1171,M58,9450279,2011,functioning,not_applicable,not_in_use,unknown,unknown,H497,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1172,,R1172,M15,2001901985,2002,functioning,not_applicable,in_use,unknown,electricity,H498,,,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1173,,R1173,M31,3145,2010,functioning,not_applicable,in_use,unknown,unknown,H498,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1174,,R1174,M52,61000054,2003,functioning,not_applicable,in_use,unknown,unknown,H499,,,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1175,,R1175,M51,22000121,2011,functioning,not_applicable,in_use,unknown,unknown,H500,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1176,,R1176,M25,19710,2010,functioning,not_applicable,in_use,unknown,unknown,H501,,,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1177,,R1177,M59,797005400,2010,functioning,not_applicable,in_use,unknown,solar,H501,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1178,,R1178,M61,90420760,2010,functioning,not_applicable,in_use,unknown,electricity,H502,,,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1179,,R1179,M25,3280,2004,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H502,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1180,,R1180,M61,9450273,2010,functioning,not_applicable,in_use,unknown,electricity,H503,,,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1181,,R1181,M61,2212044,2006,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H504,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1182,,R1182,M52,VGT50373,2003,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H504,,,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1183,,R1183,M25,3353,2010,awaiting_repair,not_applicable,in_use,unknown,unknown,H505,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1184,,R1184,M25,3300,2000,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H505,,,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1185,,R1185,M51,225500183,2007,functioning,not_applicable,in_use,unknown,unknown,H506,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1186,,R1186,M51,22500170,2005,functioning,not_applicable,in_use,unknown,unknown,H507,,,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1187,,R1187,M49,327A50031,2004,unservicable,needs_spare_parts,not_in_use,unknown,solar,H507,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1188,,R1188,M58,9420742,2009,functioning,not_applicable,in_use,unknown,unknown,H508,,,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1189,,R1189,M64,20011901931,2008,functioning,not_applicable,in_use,unknown,electricity,H509,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1190,,R1190,M8,2215080,2006,functioning,not_applicable,in_use,unknown,electricity,H509,,,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1191,,R1191,M15,20011902070,2003,functioning,not_applicable,in_use,unknown,electricity,H105,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1192,,R1192,M55,2212050,2003,unservicable,dead,not_in_use,unknown,unknown,H106,,,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1193,,R1193,M34,9431964,2010,functioning,not_applicable,in_use,unknown,electricity,H106,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1194,,R1194,M8,2205055,2005,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H106,,,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1195,,R1195,M19,861601040,1989,functioning,not_applicable,in_use,unknown,electricity,H106,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1196,,R1196,M58,9401201,2010,functioning,not_applicable,in_use,unknown,unknown,H107,,,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1197,,R1197,M8,2205054,2002,functioning,not_applicable,in_use,unknown,electricity,H108,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1198,,R1198,M15,20010902592,2005,functioning,not_applicable,in_use,unknown,electricity,H108,,,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1199,,R1199,M64,328A50042,2003,functioning,not_applicable,in_use,unknown,electricity,H109,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1200,,R1200,M58,9401295,2010,functioning,not_applicable,in_use,unknown,unknown,H110,,,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
R1201,,R1201,M19,510962,2008,functioning,not_applicable,in_use,unknown,electricity,H110,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,HIDDEN,
R1202,,R1202,M5,9411751,2010,functioning,not_applicable,in_use,unknown,solar,H111,,,2016-07-11T16:01:59.016000000,anonymous,,HIDDEN,
R1203,,R1203,M52,22400045,2003,unservicable,needs_spare_parts,not_in_use,unknown,unknown,H111,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,HIDDEN,
R1204,,R1204,M58,9401288,2010,functioning,not_applicable,in_use,unknown,unknown,H112,,,2016-07-11T16:01:59.019000000,anonymous,,HIDDEN,
R1205,,R1205,M49,809102,2004,unservicable,needs_spare_parts,not_in_use,unknown,solar,H112,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,HIDDEN,
R1206,,R1206,M49,328A50080,2003,unservicable,dead,in_store_for_allocation,unknown,solar,H112,,,2016-07-11T16:01:59.023000000,anonymous,,HIDDEN,
R1207,,R1207,M52,22400042,2005,functioning,not_applicable,in_use,unknown,unknown,H113,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,HIDDEN,
R1208,,R1208,M52,22400123,2005,functioning,not_applicable,in_use,unknown,unknown,H114,,,2016-07-11T16:01:59.027000000,anonymous,,HIDDEN,
R1209,,R1209,M19,,2000,functioning,not_applicable,in_use,unknown,electricity,H115,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,HIDDEN,
R1210,,R1210,M19,1E7E210,2003,functioning,not_applicable,in_use,unknown,electricity,H115,,,2016-07-11T16:01:59.031000000,anonymous,,HIDDEN,
R1211,,R1211,M52,22400115,2005,functioning,not_applicable,in_use,unknown,unknown,H117,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,HIDDEN,
R1212,,R1212,M34,9431965,2010,unservicable,needs_spare_parts,not_in_use,unknown,electricity,H117,,,2016-07-11T16:01:59.035000000,anonymous,,HIDDEN,
R1213,,R1213,M58,9401213,2010,functioning,not_applicable,in_use,unknown,unknown,H116,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,HIDDEN,
R1214,,R1214,M11,20011902064,2000,functioning,not_applicable,in_use,unknown,electricity,H116,,,2016-07-11T16:01:59.042000000,anonymous,,HIDDEN,
R1215,,R1215,M52,22400023,2003,functioning,no_fuel,not_in_use,unknown,unknown,H116,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,HIDDEN,
R1216,,R1216,M52,22400189,2001,functioning,not_applicable,in_use,unknown,unknown,H118,,,2016-07-11T16:01:59.047000000,anonymous,,HIDDEN,
R1217,,R1217,M52,22400128,2002,functioning,not_applicable,in_use,unknown,unknown,H119,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,HIDDEN,
