_id,_form_id,facility_id,facility_name,admin_region,Location_accuracy,Location_altitude,Location_latitude,Location_longitude,facility_type,facility_ownership,facility_population,facility_coverage,storage_type,delivery_type,electricity_source,grid_power_availability,gas_availability,kerosene_availability,solar_suitable_climate,solar_suitable_site,climate_zone,vaccine_supply_interval,vaccine_reserve_stock_requirement,vaccine_supply_mode,distance_to_supply,contact_name,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,_row_etag,_filter_type,_filter_value
630,,1021-0027,Zomba Police,Zomba,,,-15.39163533,35.32693357,rural_hospital,private,7416,10,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,5,FANNIE W. PHIRI,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
631,,1021-0028,Zomba City Clinic,Zomba,,,-15.84228942,35.32903972,community_hospital,public,41264,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,3,NORRAH AFFOSO,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
632,,1021-0029,Chancellor College,Zomba,,,-15.39119789,35.33935113,health_center,other,5916,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,7,R. KAUNJIKAKAKARALA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
633,,1021-0030,Zomba Banja La Mtsogolo,Zomba,,,-15.38904158,35.32009758,community_hospital,private,4732,100,delivery,static,grid,more_than_16,not_available,not_available,no,yes,temperate,4,1,collected,3,CHRISSIE MUSOWA,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
634,,1021-0031,State House,Zomba,,,-15.38170021,35.30845094,health_center,other,229,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,2,"CHRISSIE B, SEFU",default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
635,,1021-0032,Thondwe,Zomba,,,-15.48438133,35.23687959,community_hospital,public,51721,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,16,HENDERSON CHAULUKA,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
636,,1021-0033,Naisi,Zomba,,,-15.35783772,35.38500057,community_hospital,public,14135,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,17,TABITA GADAMA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
637,,1021-0034,Chawe Forest,Zomba,,,-15.35222889,35.29098565,community_hospital,private,420,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,15,E. KAMPIRA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
638,,1021-0035,Matiya,Zomba,,,-15.53410421,35.54718988,community_hospital,faithbased,32723,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,40,CHARLES WINIKO,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
639,,1021-0036,Matawale,Zomba,,,-15.39040601,35.35957731,community_hospital,public,16958,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,12,JOYCE LIGOMEKA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
640,,1021-0037,Chisi,Zomba,,,-15.32549038,35.60527645,community_hospital,public,4032,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,18,ROMAN ULEDI,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
641,,1021-0038,Chinguma,Zomba,,,-15.2302612,35.80209965,dispensary,public,1763,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,29,MAC MAIDA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
642,,1021-0039,Ngotangota,Zomba,,,-15.29598635,35.82277295,dispensary,public,1139,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,65,DUNCAN LIMBE,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
643,,1021-0040,Chisoni,Zomba,,,-15.41876893,35.84610927,dispensary,public,672,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,70,D.E. MUKHITO,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
644,,1022-0001,South Regional Vaccine Store,Blantyre,,,-15.80393104,35.01650115,national_vaccine_store,public,6319869,100,depot,none,grid,more_than_16,unknown,unknown,yes,yes,temperate,12,3,collected,350,M.GUWENDE,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
645,,1022-0002,Chilomoni,Blantyre,,,-15.77123578,34.98150332,community_hospital,public,123595,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,8,EDBA LIPIPA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
646,,1022-0003,Mitsidi Health Centre,Blantyre,,,-15.77737054,34.96863877,community_hospital,faithbased,72000,100,delivery,static,grid,more_than_16,not_available,not_available,no,yes,temperate,4,1,delivered,9,GRACE MUSSA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
647,,1022-0004,Sanjika Dispensary,Blantyre,,,-15.79281225,34.97271676,health_center,public,602,100,delivery,static,grid,more_than_16,not_available,not_available,no,yes,temperate,4,1,delivered,8,LUCY KAWINGA,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
648,,1022-0005,Ndirande Health Centre,Blantyre,,,-15.77805631,35.0393587,community_hospital,public,191252,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,7,DANWECK CHALE,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
649,,1022-0006,Soche Health Centre,Blantyre,,,-15.8573005,35.02765391,community_hospital,public,14298,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,15,DALITSO CHINSAMBA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
650,,1022-0007,Madziabango,Blantyre,,,-15.96776905,34.90822548,community_hospital,public,9553,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,40,JOE DZIMBASEKWA,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
651,,1022-0008,St Vincent,Blantyre,,,-15.91427141,34.95006756,community_hospital,faithbased,13876,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,18,BENJAMIN BIKA,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
652,,1022-0009,Mpemba,Blantyre,,,-15.87449488,34.95607021,community_hospital,public,54000,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,12,TENDAI CHINTENGO,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
653,,1022-0010,Bangwe,Blantyre,,,-15.82408311,35.08037258,community_hospital,public,195587,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,11,BEATON MOUNTAIN,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
654,,1022-0011,Limbe Health Centre,Blantyre,,,-15.81692738,35.05186212,community_hospital,public,103702,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,7,FABRIOLA CHIMKOOLA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
655,,1022-0012,Chimembe Health Centre,Blantyre,,,-15.77752918,34.88544784,community_hospital,public,19561,100,delivery,both,grid,more_than_16,not_available,available,yes,yes,temperate,4,1,delivered,39,ESTHER NDLOVU,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
656,,1022-0013,Chabvala Health Centre,Blantyre,,,-15.83391128,34.83439619,community_hospital,public,13101,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,62,FOSTER J.MCHENGA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
657,,1022-0014,Chikowa Health Centre,Blantyre,,,-15.67146605,34.87099346,community_hospital,public,29575,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,37,LESTER SALIMU,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
658,,1022-0015,Dziwe Health Centre,Blantyre,,,-15.5636247,34.88040007,community_hospital,public,15832,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,47,EMMANUEL BINALI,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
659,,1022-0016,Chileka Sda Clinic,Blantyre,,,-15.65989316,34.92898286,community_hospital,faithbased,22619,100,delivery,both,none,none,not_available,available,no,yes,temperate,4,1,delivered,33,CHALRES EDGAR POTANI,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
660,,1022-0017,Chileka Health Centre,Blantyre,,,-15.68234924,34.97043899,community_hospital,public,25506,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,20,JULIET CHIKASANDA,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
661,,1022-0018,Pensulo Health Centre,Blantyre,,,-15.80769203,34.95701356,community_hospital,public,6667,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,7,VINCENT MUKWEPERE,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
662,,1022-0019,Zingwangwa Health Centre,Blantyre,,,-15.82147642,35.01185903,community_hospital,public,127667,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,8,MASAUKO TSAMBA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
663,,1022-0020,Kanjedza Police,Blantyre,,,-15.81565749,35.0485548,community_hospital,private,2995,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,8,GETRUDE CHILEMBA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
664,,1022-0021,Mlambe Mission Hospital,Blantyre,,,-15.64356509,35.01726261,rural_hospital,faithbased,56810,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,17,ODETTA KANYONGOLO,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
665,,1022-0022,Makata Health Centre,Blantyre,,,-15.63020668,35.0795495,community_hospital,public,35940,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,21,GREY KAZEMBE,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
666,,1022-0023,Lirangwe Health Centre,Blantyre,,,-15.52952388,35.02993367,community_hospital,public,26506,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,39,CHRISTOPHER BALUTI,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
667,,1022-0024,Namikoko Health Centre,Blantyre,,,-15.48661262,35.07372793,community_hospital,public,6590,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,43,MAXWEL CHIZANI,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
668,,1022-0025,Lundu Health Centre,Blantyre,,,-15.42167188,35.01294387,community_hospital,public,19760,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,55,RICHARD MAWANGA,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
669,,1022-0026,Mdeka Heath Centre,Blantyre,,,-15.4679408,34.94265223,community_hospital,public,28938,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,61,RABSON MSUKWA,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
670,,1022-0027,Souyh Lunzu Health Centre,Blantyre,,,-15.72673679,35.05441632,community_hospital,public,80343,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,9,OWEN S. KAMFOLOMA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
671,,1022-0028,Blantyre Dho Vaccine Store,Blantyre,,,-15.79921347,35.00292255,regional_vaccine_store,public,199394,100,depot,none,grid,more_than_16,not_available,available,yes,yes,temperate,4,1,collected,4,BEN MONOMALA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
672,,1022-0029,Qeen Elizabeth Central Hospital,Blantyre,,,-15.80214229,35.02132697,district_vaccine_store,public,199394,10,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,1,D. KAFOTOKOZA,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
673,,1022-0030,Blantyre Adventist Hospital,Blantyre,,,-15.7823147,35.00311106,rural_hospital,private,9155,10,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,5,SHYREEN MTHYOKA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
674,,1022-0031,Soche Sda Clinic,Blantyre,,,-15.80928464,35.01991398,community_hospital,faithbased,654,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,3,ELESTINA NKUMBA,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
675,,1022-0032,Kanjedza Medical Clinic,Blantyre,,,-15.81199475,35.04794863,community_hospital,private,889,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,8,NDIDZA MBVUNDULA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
676,,1022-0033,Lafarge Cement Clinic,Blantyre,,,-15.79230235,35.0281163,community_hospital,private,622,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,9,CHARITY E MHANGO KAGOMO,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
677,,1022-0034,Blantyre City Assembly Clinic,Blantyre,,,-15.8034746,35.03925846,community_hospital,private,333511,100,delivery,none,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,7,EDITH CHAMUTOLO,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
678,,1022-0035,Malabada Health Centre,Blantyre,,,-15.76775932,35.04474225,community_hospital,faithbased,2711,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,9,E. KHONDIWA,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
679,,1022-0036,Mtengo Umodzi Private Hospital,Blantyre,,,-15.72442639,35.01635034,rural_hospital,private,333,10,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,11,MONICA BOTOMANI,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
680,,1022-0037,Lunzu Blm Clinic,Blantyre,,,-15.65115485,35.02024659,community_hospital,private,8000,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,17,TELEZA S.TEMBO,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
681,,1022-0038,Blantyre Dho Mobile Clinic,Blantyre,,,-15.79914989,35.00295925,central_hospital,public,24444,10,delivery,none,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,0,THOM W.MTUKUMIRA,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
682,,1022-0039,Ebenezer Private Clinic,Blantyre,,,-15.74656614,35.02003932,community_hospital,private,1067,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,10,ALICK SIMBI,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
683,,1022-0040,Elimu Private Clinic,Blantyre,,,-15.81871522,35.01242904,community_hospital,private,1067,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,8,H. VINKHUMBO,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
684,,1022-0041,Family Health Clinic,Blantyre,,,-15.81060941,34.99389774,community_hospital,private,12444,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,8,ELLEN GAFOOMA,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
685,,1022-0042,Lungu Private Clinic,Blantyre,,,-15.8299173,35.07877094,community_hospital,private,9378,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,9,JULIUS C. LUNGU,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
686,,1022-0043,Malamulo Day Clinic,Blantyre,,,-15.8036077,35.07481588,community_hospital,private,10844,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,8,CHIMWEMWE R NYIRENDA,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
687,,1022-0044,Mwaiwathu Private Hospital,Blantyre,,,-15.78547622,35.01690639,rural_hospital,private,9333,10,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,5,MARGARET KAZUNGUZA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
688,,1023-0000,Chikhwawa District Vaccine Store,Chikwawa,,,-16.02062886,34.79207577,regional_vaccine_store,public,467130,100,depot,none,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,50,FINLY KALINDO,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
689,,1023-0001,Chikwawa District Hospital,Chikwawa,,,-16.02062886,34.79207577,central_hospital,public,31309,10,delivery,both,grid,more_than_16,available,unknown,yes,yes,temperate,4,1,collected,0,FINLY KALINDO,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
690,,1023-0002,Kasinthula Health Centre,Chikwawa,,,9.45E+15,-4.42E+17,community_hospital,public,11790,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,5,A DZIMTULA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
691,,1023-0003,Dolo Health Centre,Chikwawa,,,-16.55087721,34.92383272,community_hospital,public,37924,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,74,LAWRENCE CHAIMA,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
692,,1023-0004,Thendo Health Post,Chikwawa,,,-16.66752934,34.87925916,dispensary,public,2978,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,50,KONDWANI MANDEYA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
693,,1023-0005,Konzere Health Post,Chikwawa,,,-16.52238567,34.98106173,dispensary,public,3827,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,12,DAVIS PHIRI,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
694,,1023-0006,Mgabu Rural Hospital,Chikwawa,,,-16.45677478,34.89161798,district_hospital,public,57566,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,65,MERCY CHIJOTA,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
695,,1023-0007,Montfort Rural Hospital,Chikwawa,,,-16.25163522,34.86679113,rural_hospital,faithbased,68993,10,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,65,JOSEPHAT MBALE,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
696,,1023-0008,Kakoma Health Centre,Chikwawa,,,-16.09571036,34.62286729,community_hospital,public,21835,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,25,EMANUEL KAMANGA,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
697,,1023-0009,Misomali Health Centre,Chikwawa,,,-16.03523692,34.53645778,community_hospital,faithbased,7692,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,42,DUNCAN NYALUGWE,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
698,,1023-0010,Chapananga Health Centre,Chikwawa,,,-16.00248764,34.4846103,community_hospital,public,13671,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,50,HELRICK LOCKIE,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
699,,1023-0011,Bereu Dispensary,Chikwawa,,,-16.14924911,34.85302861,health_center,public,16366,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,both,15,CHRISPINE KADANGO,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
700,,1023-0012,Chithumba Health Centre,Chikwawa,,,-15.80113933,34.47561914,community_hospital,public,11383,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,115,VINCENT MKOMBEZI,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
701,,1023-0013,Gaga Health Centre,Chikwawa,,,-15.80409121,34.3641523,community_hospital,public,16275,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,85,DEFANCE MKANDAWIRE,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
702,,1023-0014,Chang'Ambika Health Centre,Chikwawa,,,-15.80011426,34.30831094,community_hospital,public,7353,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,109,MAPANDA HELENCE,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
703,,1023-0015,Gola Health Centre,Chikwawa,,,-15.88132118,34.29851446,community_hospital,public,5996,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,76,SCOVA DAVID,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
704,,1023-0016,Ndakwera Health Centre,Chikwawa,,,-16.22088961,34.68825068,community_hospital,public,16354,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,33,GEOFREY TEMBO,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
705,,1023-0017,Mandrade Health Post,Chikwawa,,,-16.1466513,34.67910188,dispensary,public,6673,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,15,VICTOR CHIPHUKIRE,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
706,,1023-0018,Illovo Factory,Chikwawa,,,-16.25561943,34.89131818,community_hospital,private,1767,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,35,CHIFUNDO KONDONI,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
707,,1023-0019,Kalulu Clinic,Chikwawa,,,-16.23899883,34.91083871,community_hospital,private,3935,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,20,JOEL KAZEMBE,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
708,,1023-0020,Mwanza Clinic,Chikwawa,,,-16.18664989,34.87982204,community_hospital,private,3796,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,12,CHARLES CHILOKOTENI,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
709,,1023-0021,Mangulenje Clinic,Chikwawa,,,-16.21960806,34.85374142,community_hospital,private,2890,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,8,JOSEPH CHIPWA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
710,,1023-0022,Mkombezi Clinic,Chikwawa,,,-16.27332335,34.87989678,community_hospital,private,2488,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,5,EVERSON MAGUDA,default,COMPLETE,2016-07-11T16:01:59.042000000,anonymous,,,
711,,1023-0023,Alimenda Clinic,Chikwawa,,,-16.4005869,34.88488656,community_hospital,private,2851,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,25,TAULAYI MAPULANGA,default,COMPLETE,2016-07-11T16:01:59.044000000,anonymous,,,
712,,1023-0024,Lengwe Clinic,Chikwawa,,,-16.19770547,34.7989318,community_hospital,private,1507,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,30,MC MILLAN MAKULUNI,default,COMPLETE,2016-07-11T16:01:59.047000000,anonymous,,,
713,,1023-0025,Chipwaira Health Centre,Chikwawa,,,-16.39585111,34.77496918,community_hospital,public,23912,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,25,LYSON THOM,default,COMPLETE,2016-07-11T16:01:59.049000000,anonymous,,,
714,,1023-0026,Therere Health Post,Chikwawa,,,-16.36507158,34.68156678,dispensary,public,10758,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,13,SUMZEY MSAKA,default,COMPLETE,2016-07-11T16:01:59.051000000,anonymous,,,
715,,1023-0027,Mkumaniza Health Centre,Chikwawa,,,-16.47685689,34.72370871,community_hospital,public,11518,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,81,NICO ELATONI,default,COMPLETE,2016-07-11T16:01:59.016000000,anonymous,,,
716,,1023-0028,Kapichira  Clinic,Chikwawa,,,-15.89238887,34.75692804,community_hospital,private,4040,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,collected,19,MWAZIONA MALEMBO,default,COMPLETE,2016-07-11T16:01:59.017000000,anonymous,,,
717,,1023-0029,Mfera Health Centre,Chikwawa,,,-16.0656019,34.86634496,community_hospital,public,28099,100,delivery,both,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,both,17,GRANT MPEMBELERA,default,COMPLETE,2016-07-11T16:01:59.019000000,anonymous,,,
718,,1023-0030,Mapelera Health Health,Chikwawa,,,-16.10264537,34.91491197,community_hospital,public,12842,100,delivery,both,grid,8_to_16,not_available,not_available,yes,yes,temperate,4,1,delivered,23,HISTONE ARAN MKONE,default,COMPLETE,2016-07-11T16:01:59.022000000,anonymous,,,
719,,1023-0031,Mkhathe Health Post,Chikwawa,,,-16.14402624,34.95811724,dispensary,public,15000,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,22,DECKS JAM,default,COMPLETE,2016-07-11T16:01:59.023000000,anonymous,,,
720,,1023-0032,Makhwira Health Centre,Chikwawa,,,-16.19221117,35.00973126,community_hospital,public,56766,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,35,KENNEDY THALA,default,COMPLETE,2016-07-11T16:01:59.025000000,anonymous,,,
721,,1023-0033,Mitondo Health Post,Chikwawa,,,-16.26609104,35.05711113,dispensary,public,23572,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,45,LAIZA MALUNGA,default,COMPLETE,2016-07-11T16:01:59.027000000,anonymous,,,
722,,1023-0034,Kavalo Health Post,Chikwawa,,,-15.98208633,34.8051936,dispensary,public,4240,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,10,CONNEX MALONDA,default,COMPLETE,2016-07-11T16:01:59.029000000,anonymous,,,
723,,1023-0035,Kubalalika Health Post,Chikwawa,,,-15.90537865,34.39329171,dispensary,public,7203,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,delivered,15,ZEX CHIGUDU,default,COMPLETE,2016-07-11T16:01:59.031000000,anonymous,,,
724,,1023-0036,Saopa Health Post,Chikwawa,,,-16.48311878,34.81979888,dispensary,public,5406,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,7,RICHARD KATUNGA,default,COMPLETE,2016-07-11T16:01:59.033000000,anonymous,,,
725,,1023-0037,Hunger Project Health Post,Chikwawa,,,-16.26779912,34.86288383,community_hospital,private,25682,100,delivery,static,grid,more_than_16,not_available,not_available,yes,yes,temperate,4,1,delivered,3,PATRICK KHOFI,default,COMPLETE,2016-07-11T16:01:59.035000000,anonymous,,,
726,,1023-0038,Mafale Dispensary,Chikwawa,,,-16.28364048,34.83797875,health_center,public,10304,100,delivery,both,none,none,not_available,available,yes,yes,temperate,4,1,collected,7,JIA JUSTINE JIA,default,COMPLETE,2016-07-11T16:01:59.040000000,anonymous,,,
