Location_accuracy,Location_altitude,Location_latitude,Location_longitude,_default_access,_group_modify,_group_privileged,_group_read_only,_id,admin_region_id,catchment_population,contact_name,contact_phone_number,contact_title,distance_to_supply,electricity_source,facility_id,facility_name,facility_ownership,facility_type,fuel_availability,grid_power_availability,"immunization_services_offered",number_of_cold_boxes,number_of_fs_cold_boxes,"number_of_fs_vaccine_carriers","number_of_vaccine_carriers",vaccine_supply_interval,vaccine_supply_mode
0.0,0.0,-12.885084,33.560482,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H42,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",16242,"K. BANDA",,,26.0,grid,1001-0014,Gogode,public,health_center,,fewer_than_4,both,0,0,0,0,4,delivered
0.0,0.0,-12.8786545,33.45313,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H40,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",21669,"S.W. BANDA",,,15.0,none,1001-0012,Dwangwa,public,health_center,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.874997,33.870182,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H53,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",22963,"J. GOMANI",,,72.0,none,1001-0025,Kapelura,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.824443,33.727684,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H56,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",4334,"P. MASIGALE",,,100.0,none,1001-0028,Kasiya,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.821233,33.787632,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H55,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",15366,"J. BANDA",,,43.0,none,1001-0027,Kapyanga,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.819184,33.307354,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H38,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",35249,C.CHUNDA,,,46.0,grid,1001-0010,Chulu,public,community_hospital,,fewer_than_4,both,0,0,0,0,4,delivered
0.0,0.0,-12.811212,33.433575,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H39,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",4786,"F. SATHEKA",,,30.0,grid,1001-0011,Mphomwa,public,dispensary,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-12.793903,34.208927,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H77,"51959981-1bce-47ac-b786-748d146b56d2",13577,"ISAAC CHANAICHI KUMWENDA",,,35.0,grid,1002-0009,"Bua Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-12.776655,33.548115,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H37,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",14140,"H. KAUNDA",,,57.0,none,1001-0009,Offesi,public,health_center,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.754367,34.2168,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H79,"51959981-1bce-47ac-b786-748d146b56d2",10457,"AUSTIN A B MAFIAL",,,39.0,none,1002-0011,"Katimbira Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.738092,33.675762,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H35,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",29400,"C. MENDE",,,69.0,none,1001-0007,Simulemba,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.731493,33.7679,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H36,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",4295,"J.M.G. SAKA",,,86.0,none,1001-0008,Manjondo,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.729824,34.16987,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H78,"51959981-1bce-47ac-b786-748d146b56d2",14862,"RUTH NKHOMA",,,15.0,none,1002-0010,"Msenjere Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.697768,33.487648,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H34,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",10793,"G. KACHALE",,,44.0,none,1001-0006,Chatoloma,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.679867,33.393085,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H30,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",8640,S.MTENGAVUMBA,,,20.0,none,1001-0002,Thupa,public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.619398,33.32612,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H31,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",14127,"E. PHIRI",,,75.0,none,1001-0003,Mpepa,public,health_center,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.617754,34.164608,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H80,"51959981-1bce-47ac-b786-748d146b56d2",15523,"FLORENCE CHIMA",,,30.0,none,1002-0012,"Liwaladzi Health Cente",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.612247,33.78266,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H390,"be8b92a4-5401-463e-86e3-51dd2143ae98",31000,"MACLEAN KAMATA",,,153.0,none,1013-0018,Mkoma,public,community_hospital,,none,both,0,0,0,0,8,both
0.0,0.0,-12.593863,33.609756,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H389,"be8b92a4-5401-463e-86e3-51dd2143ae98",28812,"IAN NGULUWE",,,150.0,none,1013-0017,Emfeni,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.580604,33.380974,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H32,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",5601,"V. KAKWESA",,,72.0,none,1001-0004,Newa,faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.578303,33.517986,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H33,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",32645,"R. MTONGA",,,62.0,grid,1001-0005,Kaluluma,public,district_hospital,,fewer_than_4,both,0,0,0,0,4,delivered
0.0,0.0,-12.563335,33.50029,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H28,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",42451,"S. MWALE",,,64.0,grid,1001-0000,Nkhamenya,faithbased,hospital,,fewer_than_4,both,0,0,0,0,4,delivered
0.0,0.0,-12.518496,34.118397,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H89,"51959981-1bce-47ac-b786-748d146b56d2",7582,"SYMON L. CHIMNDOZI",,,60.0,grid,1002-0021,"Dwangwa Cane Growers Clinic",private,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-12.517166,34.07398,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H392,"be8b92a4-5401-463e-86e3-51dd2143ae98",4979,"TROUBLE MAK BANDA",,,345.0,none,1013-0020,Kabuwa,public,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-12.508521,33.45239,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H29,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",5702,H.MPHANDE,,,14.0,none,1001-0001,"Kamdidi Health Post",public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.4960575,34.154114,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H86,"51959981-1bce-47ac-b786-748d146b56d2",19762,"F CHIDZAYE",,,60.0,grid,1002-0018,"Matiki Health Centre Dwangwa",public,community_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-12.488227,33.64113,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H383,"be8b92a4-5401-463e-86e3-51dd2143ae98",24989,"LONELY J. SOKO",,,125.0,none,1013-0011,Luwerezi,public,community_hospital,,none,both,0,0,0,0,8,both
0.0,0.0,-12.477464,34.10766,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H85,"51959981-1bce-47ac-b786-748d146b56d2",29519,"WILMOT CHIBWAIRA",,,65.0,grid,1002-0017,"Nkhunga Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-12.440283,33.791443,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H386,"be8b92a4-5401-463e-86e3-51dd2143ae98",18240,TEMBO,,,98.0,none,1013-0014,Khosolo,public,community_hospital,,none,both,0,0,0,0,8,delivered
0.0,0.0,-12.43371,34.049164,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H84,"51959981-1bce-47ac-b786-748d146b56d2",10709,"FELIX KAMBONA",,,70.0,grid,1002-0016,"Kaongozi Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-12.416174,33.52865,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H63,"f35b8a05-1321-47a5-8cf2-e8a4eac8fb2a",7173,"M. NHEMA",,,78.0,none,1001-0035,Lojwa,public,health_center,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.362536,34.064754,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H83,"51959981-1bce-47ac-b786-748d146b56d2",15314,"ANTHONY KAPANDA",,,78.0,grid,1002-0015,"Ngala Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-12.359517,33.739986,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H387,"be8b92a4-5401-463e-86e3-51dd2143ae98",7212,"MOSES SHABA",,,80.0,none,1013-0015,Msese,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.346266,33.614246,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H378,"be8b92a4-5401-463e-86e3-51dd2143ae98",15880,"MRS NYIRENDA",,,73.0,grid,1013-0006,Katete,faithbased,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-12.315906,33.77884,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H87,"51959981-1bce-47ac-b786-748d146b56d2",8195,"PRECIOUS RABSON",,,260.0,none,1002-0019,"Lupachi Health Post",public,dispensary,,none,both,0,0,0,0,12,delivered
0.0,0.0,-12.306661,34.033504,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H82,"51959981-1bce-47ac-b786-748d146b56d2",11478,"LEMIE NKHOSA",,,14.0,none,1002-0014,"Kasitu Cham Health Centre",faithbased,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.277911,33.686684,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H377,"be8b92a4-5401-463e-86e3-51dd2143ae98",10438,"G.I. PHIRI",,,54.0,none,1013-0005,Hoho,public,community_hospital,,none,both,0,0,0,0,8,delivered
0.0,0.0,-12.262133,33.589252,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H395,"be8b92a4-5401-463e-86e3-51dd2143ae98",7195,"JONATHAN NYASULU",,,25.0,none,1013-0023,Ehehleni,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-12.246387,33.42978,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H380,"be8b92a4-5401-463e-86e3-51dd2143ae98",19363,"IAN.D.S MHANGO.",,,68.0,none,1013-0008,Mabiri,faithbased,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-12.234238,33.486305,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H388,"be8b92a4-5401-463e-86e3-51dd2143ae98",12234,"ALFRED MSETEKA",,,50.0,none,1013-0016,Vibangalala,public,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-12.231326,33.991188,HIDDEN,"GROUP_REGION_CENTRAL_EAST",GROUP_ADMIN,GROUP_REGION_CENTRAL,H81,"51959981-1bce-47ac-b786-748d146b56d2",15177,"PATRICK CHIMBUTO",,,117.0,grid,1002-0013,"Dwambadzi Rural Hospital",public,district_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-12.204026,33.333767,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H382,"be8b92a4-5401-463e-86e3-51dd2143ae98",13744,"M.P.H. CHIMA",,,110.0,grid,1013-0010,Kalikumbi,faithbased,community_hospital,,more_than_16,both,0,0,0,0,8,both
0.0,0.0,-12.201291,33.668976,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H391,"be8b92a4-5401-463e-86e3-51dd2143ae98",9846,M.MAFFENI,,,31.0,none,1013-0019,Luviri,public,dispensary,,none,both,0,0,0,0,8,both
0.0,0.0,-12.194882,33.745483,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H433,"461f3538-8472-4657-a3d2-66fe8fc73ed7",2614,"MAVUTO OSMAN",,,177.0,none,1014-0026,Makumbo,public,dispensary,,none,both,0,0,0,0,8,collected
0.0,0.0,-12.186942,34.01503,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H411,"461f3538-8472-4657-a3d2-66fe8fc73ed7",14057,"CLIFFORD KANONO",,,93.0,none,1014-0004,"Liuzi Health Centre",public,community_hospital,,none,static,0,0,0,0,4,delivered
0.0,0.0,-12.136753,33.476643,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H403,"be8b92a4-5401-463e-86e3-51dd2143ae98",32704,"MWAWI GONDWE",,,45.0,grid,1013-0031,"Embangweni Hospital",faithbased,rural_hospital,,more_than_16,both,0,0,0,0,8,both
0.0,0.0,-12.113352,33.719425,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H397,"be8b92a4-5401-463e-86e3-51dd2143ae98",5110,"LUKY KALIMBIRA",,,36.0,none,1013-0025,Luwawa,public,community_hospital,,none,both,0,0,0,0,8,delivered
0.0,0.0,-12.104855,34.045418,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H413,"461f3538-8472-4657-a3d2-66fe8fc73ed7",8153,"GEORGE BANDA",,,14.0,grid,1014-0006,Tukombo,private,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-12.065008,34.7365,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H338,"9052b5af-4fee-4420-8c9e-75bc9d694c9f",7072,"BENJAMIN CHITUKWI",,,120.0,grid,1011-0000,"St Peters Hospital",faithbased,rural_hospital,,8_to_16,both,0,0,0,0,4,collected
0.0,0.0,-12.040486,33.313194,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H373,"be8b92a4-5401-463e-86e3-51dd2143ae98",14082,"D.O. HARA",,,54.0,grid,1013-0001,Edingeni,public,community_hospital,,more_than_16,both,0,0,0,0,8,delivered
0.0,0.0,-12.029344,34.624435,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H339,"9052b5af-4fee-4420-8c9e-75bc9d694c9f",3006,"PATRICK MALUWA",,,25.0,grid,1011-0001,"Chizumulu Health Centre",public,community_hospital,,8_to_16,both,0,0,0,0,4,collected
0.0,0.0,-12.000642,34.048946,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H412,"461f3538-8472-4657-a3d2-66fe8fc73ed7",26340,"ICHARD BRUNO MILAZIR",,,78.0,grid,1014-0005,Kachere,public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-11.940136,33.43941,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H379,"be8b92a4-5401-463e-86e3-51dd2143ae98",24852,"F.N. CHIPINGA",,,21.0,none,1013-0007,Manyamula,public,community_hospital,,none,both,0,0,0,0,8,both
0.0,0.0,-11.932933,34.108685,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H410,"461f3538-8472-4657-a3d2-66fe8fc73ed7",1675,"ESAU JERE",,,58.0,grid,1014-0003,"Kande Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,delivered
0.0,0.0,-11.916296,33.755962,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H398,"be8b92a4-5401-463e-86e3-51dd2143ae98",9696,"LEWIN MBUGHI",,,38.0,grid,1013-0026,Raiply,private,community_hospital,,more_than_16,both,0,0,0,0,4,both
0.0,0.0,-11.89803,33.58431,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H404,"be8b92a4-5401-463e-86e3-51dd2143ae98",79520,"Z.W.K. DISI",,,44.0,grid,1013-0032,"Mzimba South District Hospital",public,central_hospital,,more_than_16,both,0,0,0,0,1,collected
0.0,0.0,-11.873562,34.092735,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H415,"461f3538-8472-4657-a3d2-66fe8fc73ed7",1374,"VITUMBIKO G.F CHISEMPHERE",,,18.0,none,1014-0008,"Kawiya Health Post",public,dispensary,,none,both,0,0,0,0,4,delivered
0.0,0.0,-11.851581,34.01766,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H409,"461f3538-8472-4657-a3d2-66fe8fc73ed7",4466,"NEWBERRY J. CHIRWA",,,58.0,none,1014-0002,Tchesamu,public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-11.8433075,33.80057,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H396,"be8b92a4-5401-463e-86e3-51dd2143ae98",9114,"N.T. MAFULEKA",,,40.0,grid,1013-0024,Chikangawa,public,community_hospital,,more_than_16,both,0,0,0,0,8,both
0.0,0.0,-11.836623,33.359016,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H400,"be8b92a4-5401-463e-86e3-51dd2143ae98",22876,"ANDREW K. MWANDIRA",,,32.0,none,1013-0028,Kamuteteka,public,community_hospital,,none,both,0,0,0,0,8,delivered
0.0,0.0,-11.823658,34.168076,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H414,"461f3538-8472-4657-a3d2-66fe8fc73ed7",23439,"FRAZER Y BANDA",,,45.0,grid,1014-0007,"Chintheche Rural Hospital",public,district_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-11.798007,33.706974,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H384,"be8b92a4-5401-463e-86e3-51dd2143ae98",12226,"DAVIS H.M. KAMANGA",,,45.0,none,1013-0012,Mathandani,public,dispensary,,none,both,0,0,0,0,8,delivered
0.0,0.0,-11.757837,33.55633,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H372,"be8b92a4-5401-463e-86e3-51dd2143ae98",22012,"ESTERY MKANDAWIRE",,,16.0,none,1013-0000,Endindeni,public,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-11.732337,34.234406,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H416,"461f3538-8472-4657-a3d2-66fe8fc73ed7",21288,"ALICK KAPEREMERA",,,20.0,none,1014-0009,"Maula Health Centre",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-11.729666,34.07655,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H420,"461f3538-8472-4657-a3d2-66fe8fc73ed7",36614,"JACOB R. SAKALA",,,55.0,grid,1014-0013,"Mzenga Health Centre",public,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-11.714268,33.685635,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H399,"be8b92a4-5401-463e-86e3-51dd2143ae98",13500,"BENJAMIN SANDY KAPONDA",,,50.0,none,1013-0027,Lunjika,faithbased,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-11.699314,33.9506,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H419,"461f3538-8472-4657-a3d2-66fe8fc73ed7",9275,"ESAU MPHANDE",,,70.0,none,1014-0012,"Chitheka Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-11.688451,34.315407,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H417,"461f3538-8472-4657-a3d2-66fe8fc73ed7",6326,"MAVUTO BANDA",,,26.0,none,1014-0010,"Chilembwe Health Centre",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-11.678339,33.447998,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H376,"be8b92a4-5401-463e-86e3-51dd2143ae98",34398,"B. MAKAMO",,,47.0,none,1013-0004,Bulala,public,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-11.671824,34.081142,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H421,"461f3538-8472-4657-a3d2-66fe8fc73ed7",8262,"BRAVE C. MPHANDE",,,48.0,grid,1014-0014,"Kavuzi Clinic",private,rural_hospital,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-11.663933,34.260418,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H418,"461f3538-8472-4657-a3d2-66fe8fc73ed7",3331,"WINFRDER PHIRI",,,12.0,grid,1014-0011,"Vizara Dispensary",private,community_hospital,,more_than_16,none,0,0,0,0,4,collected
0.0,0.0,-11.657264,33.799904,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H432,"461f3538-8472-4657-a3d2-66fe8fc73ed7",4332,"BENARD CHIMALAMBA",,,100.0,none,1014-0025,"Nthungwa Health Centre",public,community_hospital,,none,both,0,0,0,0,4,collected
0.0,0.0,-11.644821,34.211483,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H427,"461f3538-8472-4657-a3d2-66fe8fc73ed7",5001,"GD CHITAYA",,,13.0,grid,1014-0020,"Chombe Dispensary Private",private,rural_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-11.641455,34.108955,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H422,"461f3538-8472-4657-a3d2-66fe8fc73ed7",3288,"KIRSTY KAWONGA",,,4.2,grid,1014-0015,"Kawalazi Clinic",private,community_hospital,,more_than_16,both,0,0,0,0,4,collected
0.0,0.0,-11.612279,33.56525,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H374,"be8b92a4-5401-463e-86e3-51dd2143ae98",14029,"A.S. MANDA",,,8.0,none,1013-0002,Mzalangwe,public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-11.598921,34.297928,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H407,"461f3538-8472-4657-a3d2-66fe8fc73ed7",231567,"DAVISON THEU",,,47.0,grid,1014-0000,"Nkhata Bay",public,regional_vaccine_store,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-11.571837,34.121254,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H423,"461f3538-8472-4657-a3d2-66fe8fc73ed7",9870,"CHRISTINE GANIZANI",,,32.0,none,1014-0016,"Chisala Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-11.544067,34.196613,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H426,"461f3538-8472-4657-a3d2-66fe8fc73ed7",19883,"GEORGE M BANDA",,,19.0,none,1014-0019,"Mpamba Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-11.539086,33.29454,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H375,"be8b92a4-5401-463e-86e3-51dd2143ae98",13548,"CAPSON MUNTHALI",,,82.0,none,1013-0003,Madede,public,community_hospital,,none,both,0,0,0,0,4,both
0.0,0.0,-11.529958,33.93946,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H367,"05f28bc6-f3c4-4db2-ae4c-7d944d994aff",4982,"MOFFAT WINDSOR ZGAMBE",,,16.0,grid,1012-0030,"Lusangazi Dispensary",public,health_center,,more_than_16,static,0,0,0,0,4,collected
0.0,0.0,-11.524408,34.083996,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H429,"461f3538-8472-4657-a3d2-66fe8fc73ed7",3777,"ISAAC A SHATI",,,37.0,none,1014-0022,"Kavuzi Ccap Clinic",private,community_hospital,,none,both,0,0,0,0,4,delivered
0.0,0.0,-11.5218725,33.698845,HIDDEN,GROUP_REGION_NORTH,GROUP_ADMIN,GROUP_REGION_NORTH,H352,"05f28bc6-f3c4-4db2-ae4c-7d944d994aff",16639,"AUGUSTINE CHAVUKA",,,45.0,none,1012-0015,"Njuyu Health Centre",public,community_hospital,,none,both,0,0,0,0,4,delivered
